Row,INSDC Sequence accession,ID,applicant,DeathOrSampleDate,DateInfo,English,Dutch,Latin,family,order,location,province,Lat,Long,BirdUSUV,BirdTestedWNV
313,,AS20190434,DWHC,09-09-2019,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Noordenveld,Groningen,53.15,6.39,0,TRUE
314,,AS20190422,DWHC,11-09-2019,DateFound,Mallard,Wilde Eend,Anas platyrhynchos,Anatidae,Anseriformes,Krimpenerwaard,Z-Holland,52,4.77,0,TRUE
315,,AS20190407,DWHC,10-09-2019,DateFound,Dunnock,Heggenmus,Prunella modularis,Prunellidae,Passeriformes,Borne,Overijssel,52.31,6.76,0,TRUE
316,,AS20190426,DWHC,12-09-2019,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Noordenveld,Drenthe,53.15,6.39,0,TRUE
317,,AS20190403,DWHC,12-09-2019,DateFound,Eurasian Collared Dove,Turkse Tortel,Streptopelia decaocto,Columbidae,Columbiformes,Bunnik,Utrecht,52.07,5.21,0,TRUE
318,,AS20190442,DWHC,11-09-2019,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Groningen,Groningen,53.25,6.6,0,TRUE
319,,AS20190415,DWHC,16-09-2019,DateFound,Mallard,Wilde Eend,Anas platyrhynchos,Anatidae,Anseriformes,Bladel,Brabant,51.38,5.24,0,TRUE
320,,AS20190643,DWHC,18-09-2019,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Vlagtwedde,Groningen,52.99,7.13,1,TRUE
321,,AS20190579,DWHC,19-09-2019,DateFound,Dunnock,Heggenmus,Prunella modularis,Prunellidae,Passeriformes,Vught,Brabant,51.71,5.37,1,TRUE
322,,AS20190575,DWHC,25-09-2019,DateFound,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,Haarlem,N-Holland,52.42,4.66,0,TRUE
323,,AS20190583,DWHC,29-09-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Apeldoorn,Gelderland,52.26,5.92,0,TRUE
324,,AS20190691,DWHC,02-10-2019,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Culemborg,Gelderland,51.95,5.24,0,TRUE
325,,AS20190696,DWHC,15-10-2019,DateFound,Common Chaffinch,Vink,Fringilla coelebs,Fringillidae,Passeriformes,Twenterand,Overijssel,52.4,6.61,0,TRUE
326,,AS20190663,DWHC,24-10-2019,DateFound,Eurasian Woodcock,Houtsnip,Scolopax rusticola,Scolopacidae,Charadriiformes,Amsterdam,N-Holland,52.39,4.92,0,TRUE
327,,AS20190721,DWHC,26-10-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Rotterdam,Z-Holland,51.91,4.23,0,TRUE
328,,AS20190747,DWHC,30-10-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Nijmegen,Gelderland,51.82,5.78,0,TRUE
329,,AS20190732,DWHC,03-11-2019,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Ouderkerk aan de Amstel,N-Holland,52.29,4.9,0,TRUE
330,,AS20190740,DWHC,03-11-2019,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Ouder- amstel,N-Holland,52.29,4.9,0,TRUE
331,,AS20190736,DWHC,05-11-2019,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Brummen,Gelderland,52.09,6.06,0,TRUE
332,,AS20190728,DWHC,05-11-2019,DateFound,Eurasian Woodcock,Houtsnip,Scolopax rusticola,Scolopacidae,Charadriiformes,Arnhem,Gelderland,51.95,5.9,0,TRUE
333,,AS20190772,DWHC,09-11-2019,DateFound,Common Barn Owl,Kerkuil,Tyto alba,Tytonidae,Strigiformes,Dordrecht,Z-Holland,51.78,4.68,0,TRUE
334,,AS20190823,DWHC,11-11-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Gorinchem,Z-Holland,51.83,4.99,0,TRUE
335,,AS20190831,DWHC,13-11-2019,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Ouder- amstel,N-Holland,52.29,4.9,0,TRUE
336,,AS20190788,DWHC,21-11-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Tubbergen,Overijssel,52.38,6.79,0,TRUE
337,,AS20190851,DWHC,25-11-2019,DateFound,European Herring Gull,Zilvermeeuw,Larus argentatus,Laridae,Charadriiformes,Leeuwarden,Friesland,53.19,5.76,0,TRUE
338,,AS20190882,DWHC,04-12-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Leusden,Utrecht,52.12,5.41,0,TRUE
339,,AS20190886,DWHC,04-12-2019,DateFound,Common Barn Owl,Kerkuil,Tyto alba,Tytonidae,Strigiformes,Grens amsterdam/Broek in Waterland,N-Holland,52.42,4.95,0,TRUE
340,,AS20190874,DWHC,09-12-2019,DateFound,European Herring Gull,Zilvermeeuw,Larus argentatus,Laridae,Charadriiformes,Leeuwarden,Friesland,53.19,5.76,0,TRUE
341,,AS20200004,DWHC,12-12-2019,DateFound,Common Barn Owl,Kerkuil,Tyto alba,Tytonidae,Strigiformes,Het bildt,Friesland,53.27,5.7,0,TRUE
342,,AS20200036,DWHC,18-12-2019,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Haaksbergen,Overijssel,52.16,6.84,0,TRUE
343,,AS20200020,DWHC,30-12-2019,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Borger-odoorn,Drenthe,52.9,6.92,0,TRUE
344,,AS20200012,DWHC,30-12-2019,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Borger-odoorn,Drenthe,52.9,6.92,0,TRUE
345,,AS20200016,DWHC,30-12-2019,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Borger-odoorn,Drenthe,52.9,6.92,0,TRUE
346,,AS201600179,DWHC,28-09-2016,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Naarden,N-Holland,52.3,5.16,0,FALSE
347,,AS201600209,DWHC,28-09-2016,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Naarden,N-Holland,52.3,5.16,1,FALSE
348,,AS20200097,DWHC,06-01-2020,DateFound,Brambling,Keep,Fringilla montifringilla,Fringillidae,Passeriformes,Westerkwartier,Groningen,53.16,6.21,0,TRUE
349,,AS20200085,DWHC,07-01-2020,DateFound,Common Moorhen,Waterhoen,Gallinula chloropus,Rallidae,Gruiformes,Nieuw-Vennep,N-Holland,52.28,4.63,0,TRUE
350,,AS20200077,DWHC,12-01-2020,DateFound,Black-headed Gull,Kokmeeuw,Chroicocephalus ridibundus,Laridae,Charadriiformes,Utrecht,Utrecht,52.11,5.09,0,TRUE
351,,AS20200134,DWHC,15-01-2020,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Best,Brabant,51.51,5.99,0,TRUE
352,,AS20200124,DWHC,19-01-2020,DateFound,Long-eared Owl,Ransuil,Asio otus,Strigidae,Strigiformes,Gilze en rijen,Brabant,51.59,4.91,0,TRUE
353,,AS20200146,DWHC,21-01-2020,DateFound,Black-headed Gull,Kokmeeuw,Chroicocephalus ridibundus,Laridae,Charadriiformes,Utrecht,Utrecht,52.11,5.09,0,TRUE
354,,AS20200138,DWHC,27-01-2020,DateFound,Peregrine Falcon,Slechtvalk,Falco peregrinus,Falconidae,Falconiformes,Zundert,Brabant,51.5,4.62,0,TRUE
355,,AS201700035,DWHC,08-03-2017,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Naarden,N-Holland,52.29,5.15,0,FALSE
356,,AS20200147,DWHC,03-02-2020,DateFound,Eurasian Collared Dove,Turkse Tortel,Streptopelia decaocto,Columbidae,Columbiformes,Wijk bij Duurstede,Utrecht,51.98,5.33,0,TRUE
357,,AS20200149,DWHC,02-02-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Rotterdam,Z-Holland,51.97,4.57,0,TRUE
358,,AS20200157,DWHC,03-02-2020,DateFound,Eurasian Wigeon,Smient,Mareca penelope,Anatidae,Anseriformes,Zaanstad,N-Holland,52.51,4.75,0,TRUE
359,,AS20200158,DWHC,13-02-2020,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Wageningen,Gelderland,51.98,5.67,0,TRUE
360,,AS20200168,DWHC,17-02-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Duiven,Gelderland,51.94,6.01,0,TRUE
361,,AS20200167,DWHC,18-02-2020,DateFound,Mute Swan,Knobbelzwaan,Cygnus olor,Anatidae,Anseriformes,Amersfoort Vathorst,Utrecht,52.2,5.41,0,TRUE
362,,AS20200174,DWHC,18-02-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Hilversum,N-Holland,52.22,5.17,0,TRUE
363,,AS20200165,DWHC,18-02-2020,DateFound,Common Buzzard,Buizerd,Buteo buteo,Accipitridae,Accipitriformes,Renkum,Gelderland,51.99,5.82,0,TRUE
364,,AS20200172,DWHC,19-02-2020,DateFound,Eurasian Eagle-owl,Oehoe,Bubo bubo,Strigidae,Strigiformes,Bergen,Limburg,51.47,6.18,0,TRUE
365,,AS20200171,DWHC,01-03-2020,DateFound,Common Buzzard,Buizerd,Buteo buteo,Accipitridae,Accipitriformes,Capelle aan den Ijssel,Z-Holland,51.94,4.58,0,TRUE
366,,AS20200238,DWHC,03-03-2020,DateFound,Ring-necked Pheasant,Fazant,Phasianus colchicus,Phasianidae,Galliformes,Utrecht,Utrecht,52.11,5.02,0,TRUE
367,,AS20200210,DWHC,11-03-2020,DateFound,Common Moorhen,Waterhoen,Gallinula chloropus,Rallidae,Gruiformes,Aquazoo Friesland,Friesland,53.22,5.88,0,TRUE
368,,AS20200213,DWHC,10-03-2020,DateFound,Grey Heron,Blauwe Reiger,Ardea cinerea,Ardeidae,Pelecaniformes,Geldrop-Mierlo,Brabant,51.41,5.56,0,TRUE
369,,AS20200217,DWHC,15-03-2020,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Noordenveld,Drenthe,53.14,6.41,0,TRUE
370,,AS201700037,DWHC,13-03-2017,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Naarden,N-Holland,52.29,5.15,0,FALSE
371,,AS20200222,DWHC,13-04-2020,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Deurne,Brabant,51.4,5.84,0,TRUE
372,,AS20200247,DWHC,19-04-2020,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Barneveld,Gelderland,52.19,5.78,0,TRUE
373,,AS201700039,DWHC,17-03-2017,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Naarden,N-Holland,52.29,5.15,0,FALSE
374,,AS20200205,DWHC,21-04-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Oldambt,Groningen,53.2,7.11,0,TRUE
375,,AS20200204,DWHC,22-04-2020,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Doetinchem,Gelderland,51.95,6.36,0,TRUE
376,,AS20200175,DWHC,23-04-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Aalten,Gelderland,51.93,6.59,0,TRUE
377,,AS20200188,DWHC,28-04-2020,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Uden,Brabant,51.64,5.71,0,TRUE
378,,AS20200177,DWHC,28-04-2020,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Enschede,Overijssel,52.21,6.96,0,TRUE
379,,AS20200250,DWHC,30-04-2020,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Goes,Zeeland,51.52,3.9,0,TRUE
380,,AS20200184,DWHC,06-05-2020,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Zuidplas,Z-Holland,51.97,4.62,0,TRUE
381,,AS20200200,DWHC,05-05-2020,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Veldhoven,Brabant,51.43,5.41,0,TRUE
382,,AS20200199,DWHC,07-05-2020,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Putten,Gelderland,52.24,5.61,0,TRUE
383,,AS20200234,DWHC,11-05-2020,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Oldambt,Groningen,53.2,7.1,0,TRUE
384,,AS20200239,DWHC,12-05-2020,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Zeist,Utrecht,52.08,5.23,0,TRUE
385,,AS20200197,DWHC,11-05-2020,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Lingewaard,Gelderland,51.95,5.94,0,TRUE
386,,AS20200176,DWHC,13-05-2020,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Hillegom,Z-Holland,52.29,4.58,0,TRUE
387,,AS201700041,DWHC,20-03-2017,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Naarden,N-Holland,52.29,5.15,0,FALSE
388,,AS20200244,DWHC,17-05-2020,DateFound,Northern Goshawk,Havik,Accipiter gentilis,Accipitridae,Accipitriformes,Bergen,Limburg,51.58,6.06,0,TRUE
389,,AS201700043,DWHC,22-03-2017,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Naarden,N-Holland,52.29,5.15,1,FALSE
390,,AS201700045,DWHC,22-03-2017,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Naarden,N-Holland,52.29,5.15,0,FALSE
391,,AS20200229,DWHC,24-05-2020,DateFound,Carrion Crow,Zwarte Kraai,Corvus corone,Corvidae,Passeriformes,Venray,Limburg,51.52,5.95,0,TRUE
392,,AS20200185,DWHC,25-05-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Eindhoven,Brabant,51.45,5.47,0,TRUE
393,,AS20200202,DWHC,25-05-2020,DateFound,Eurasian Magpie,Ekster,Pica pica,Corvidae,Passeriformes,Woerden,Utrecht,52.12,4.89,0,TRUE
394,,AS20200191,DWHC,26-05-2020,DateFound,Common Starling,Spreeuw,Sturnus vulgaris,Sturnidae,Passeriformes,Ermelo,Gelderland,52.3,5.6,0,TRUE
395,,AS20200246,DWHC,27-05-2020,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Stichtse Vecht,Utrecht,52.13,5.02,0,TRUE
396,,AS20200180,DWHC,01-06-2020,DateFound,Lesser Spotted Woodpecker,Kleine Bonte Specht,Dryobates minor,Picidae,Piciformes,Ede,Gelderland,52,5.69,0,TRUE
397,,AS20200232,DWHC,03-06-2020,DateFound,Eurasian Spoonbill,Lepelaar,Platalea leucorodia,Threskiornithidae,Pelecaniformes,Schiermonnikoog,Friesland,53.48,6.23,0,TRUE
398,,AS20200187,DWHC,08-06-2020,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Hardenberg,Overijssel,52.5,6.67,0,TRUE
399,,AS20200253,DWHC,08-06-2020,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Apeldoorn,Gelderland,52.16,5.95,0,TRUE
400,,AS201700047,DWHC,24-03-2017,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Naarden,N-Holland,52.29,5.15,0,FALSE
401,,AS20200236,DWHC,09-06-2020,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,De bilt,Utrecht,52.11,5.19,0,TRUE
402,,AS20200248,DWHC,09-06-2020,DateFound,Carrion Crow,Zwarte Kraai,Corvus corone,Corvidae,Passeriformes,Breda,Brabant,51.57,4.79,0,TRUE
403,,AS20200233,DWHC,11-06-2020,DateFound,Great Spotted Woodpecker,Grote Bonte Specht,Dendrocopos major,Picidae,Piciformes,Dinkelland,Overijssel,52.34,6.79,0,TRUE
404,,AS201700049,DWHC,24-03-2017,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Naarden,N-Holland,52.29,5.15,0,FALSE
405,,AS20200235,DWHC,13-06-2020,DateFound,Great Spotted Woodpecker,Grote Bonte Specht,Dendrocopos major,Picidae,Piciformes,Hengelo,Overijssel,52.29,6.82,0,TRUE
406,,AS20200260,DWHC,16-06-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Wijchen,Gelderland,51.8,5.74,0,TRUE
407,,AS20200263,DWHC,17-06-2020,DateFound,Mallard,Wilde Eend,Anas platyrhynchos,Anatidae,Anseriformes,Den haag,Z-Holland,52.04,4.36,0,TRUE
408,,AS20200261,DWHC,22-06-2020,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Valkenburg aan de Geul,Limburg,50.86,5.79,0,TRUE
409,,AS20200269,DWHC,29-06-2020,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Goeree-Overflakkee,Z-Holland,51.74,4.1,0,TRUE
410,,AS201700051,DWHC,24-03-2017,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Naarden,N-Holland,52.29,5.15,0,FALSE
411,,AS20200267,DWHC,01-07-2020,DateFound,Mallard,Wilde Eend,Anas platyrhynchos,Anatidae,Anseriformes,Barneveld,Gelderland,52.19,5.65,0,TRUE
412,,AS20200277,DWHC,01-07-2020,DateFound,Yellowhammer,Geelgors,Emberiza citrinella,Fringillidae,Passeriformes,Olst-Wijhe,Overijssel,52.32,6.17,0,TRUE
413,,AS20200271,DWHC,07-07-2020,DateFound,Eurasian Jay,Gaai,Garrulus glandarius,Corvidae,Passeriformes,Tytsjerksteradiel ,Friesland,53.22,5.92,0,TRUE
414,,AS20200254,DWHC,08-07-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Dongen,Brabant,51.64,4.94,0,TRUE
415,,AS20200257,DWHC,09-07-2020,DateFound,Common Barn Owl,Kerkuil,Tyto alba,Tytonidae,Strigiformes,Eindhoven,Brabant,51.41,5.52,0,TRUE
416,,AS20200255,DWHC,08-07-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Helmond,Brabant,51.47,5.71,0,TRUE
417,,AS201700053,DWHC,24-03-2017,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Naarden,N-Holland,52.29,5.15,1,FALSE
418,,AS20200351,DWHC,15-07-2020,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Amsterdam,N-Holland,52.42,4.87,0,TRUE
419,,AS20200376,DWHC,20-07-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Utrecht,Utrecht,52.09,5.13,0,TRUE
420,,AS20200401,DWHC,22-07-2020,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Peel en Maas,Limburg,51.29,6.05,0,TRUE
421,,AS20200410,DWHC,22-07-2020,DateFound,European Turtle Dove,Zomertortel,Streptopelia turtur,Columbidae,Columbiformes,Zeist,Utrecht,52.96,6.4,0,TRUE
422,,AS20200434,DWHC,27-07-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Zeist,Utrecht,52.15,5.24,0,TRUE
423,,AS20200430,DWHC,30-07-2020,DateFound,Black Tern,Zwarte Stern,Chlidonias niger,Laridae,Charadriiformes,Almere,Flevoland,52.17,4.96,0,TRUE
424,,AS20200396,DWHC,05-08-2020,DateFound,European Herring Gull,Zilvermeeuw,Larus argentatus,Laridae,Charadriiformes,Velsen,N-Holland,52.46,4.6,0,TRUE
425,,AS20200386,DWHC,05-08-2020,DateFound,European Herring Gull,Zilvermeeuw,Larus argentatus,Laridae,Charadriiformes,Velsen,N-Holland,52.46,4.6,0,TRUE
426,,AS20200405,DWHC,12-08-2020,DateFound,European Herring Gull,Zilvermeeuw,Larus argentatus,Laridae,Charadriiformes,Velsen,N-Holland,52.42,4.66,0,TRUE
427,,AS20200360,DWHC,16-08-2020,DateFound,European Robin,Roodborst,Erithacus rubecula,Turdidae,Passeriformes,Nieuwkoop,Z-Holland,52.12,4.78,0,TRUE
428,,AS20200367,DWHC,16-08-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Overbetuwe,Gelderland,51.91,5.84,1,TRUE
429,,AS20200420,DWHC,18-08-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Ede,Gelderland,52,5.67,0,TRUE
430,,AS20200415,DWHC,19-08-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Overbetuwe,Gelderland,51.96,5.81,1,TRUE
431,,AS20200342,DWHC,23-08-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Buren,Gelderland,51.95,5.51,1,TRUE
432,,AS20200444,DWHC,25-08-2020,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Ubbergen,Gelderland,51.83,5.93,1,TRUE
433,,AS20200451,DWHC,25-08-2020,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Groesbeek,Gelderland,51.83,5.91,0,TRUE
434,,AS20211000,DWHC,31-08-2021,DateFound,Rock Pigeon,Rotsduif,Columba livia domestica,Columbidae,Columbiformes,Bellingwolde,Groningen,53.1,7.07,1,TRUE
435,,AS20220967,DWHC,22-03-2022,DateFound,Rock Pigeon,Rotsduif,Columba livia domestica,Columbidae,Columbiformes,Zundert,Brabant,51.65,4.59,0,TRUE
436,,AS20200456,DWHC,02-09-2020,DateFound,Common Chaffinch,Vink,Fringilla coelebs,Fringillidae,Passeriformes,Gemert-Bakel,Brabant,51.58,5.72,0,TRUE
437,,AS20200596,DWHC,07-09-2020,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Laren,Gelderland,52.18,6.37,0,TRUE
438,,AS20200484,DWHC,09-09-2020,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Halderberge,Brabant,51.61,4.55,0,TRUE
439,,AS20200479,DWHC,14-09-2020,DateFound,Rock Pigeon,Rotsduif,Columba livia domestica,Columbidae,Columbiformes,Zeist,Utrecht,52.15,5.24,0,TRUE
440,,AS20200474,DWHC,14-09-2020,DateFound,Eurasian Blackcap,Zwartkop,Sylvia atricapilla,Sylviidae,Passeriformes,Utrecht,Utrecht,52.09,5.07,0,TRUE
441,,AS20200487,DWHC,15-09-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Alblasserwaard,Z-Holland,51.83,4.68,1,TRUE
442,,AS20200492,DWHC,15-09-2020,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Ede,Gelderland,52.1,5.77,0,TRUE
443,,AS20200586,DWHC,15-09-2020,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Haarlemmermeer,N-Holland,52.27,4.62,1,TRUE
444,,AS20200531,DWHC,17-09-2020,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Arnhem,Gelderland,52,5.95,1,TRUE
445,,AS20200507,DWHC,18-09-2020,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Ronde venen,Utrecht,52.2,4.86,0,TRUE
446,,AS20200626,DWHC,17-09-2020,DateFound,Common Chaffinch,Vink,Fringilla coelebs,Fringillidae,Passeriformes,Nunspeet,Gelderland,52.38,5.8,0,TRUE
447,,AS20200576,DWHC,18-09-2020,DateFound,Common Chaffinch,Vink,Fringilla coelebs,Fringillidae,Passeriformes,Nunspeet,Gelderland,52.38,5.8,0,TRUE
448,,AS20200513,DWHC,19-09-2020,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Blaricum,N-Holland,52.28,5.25,0,TRUE
449,,AS20200556,DWHC,22-09-2020,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Utrecht,Utrecht,52.08,5.04,0,TRUE
450,,AS20200571,DWHC,21-09-2020,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Zeist,Utrecht,52.12,5.25,0,TRUE
451,,AS20200605,DWHC,22-08-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Wageningen,Gelderland,51.98,5.65,1,TRUE
452,,AS20200591,DWHC,26-08-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Laag-Soeren,Gelderland,52.08,6.07,0,TRUE
453,,AS20200610,DWHC,26-08-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Laag-Soeren,Gelderland,52.08,6.07,1,TRUE
454,,AS20200541,DWHC,03-09-2020,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Wageningen,Gelderland,51.98,5.66,1,TRUE
455,,AS20200526,DWHC,21-09-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Eersel,Brabant,51.35,5.31,1,TRUE
456,,AS20200581,DWHC,22-09-2020,DateFound,Common Starling,Spreeuw,Sturnus vulgaris,Sturnidae,Passeriformes,Stadskanaal,Groningen,52.96,7.05,0,TRUE
457,,AS20200497,DWHC,23-09-2020,DateFound,Common Barn Owl,Kerkuil,Tyto alba,Tytonidae,Strigiformes,Zutphen,Gelderland,52.11,6.17,0,TRUE
458,,AS20200536,DWHC,24-09-2020,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Weesp,N-Holland,52.31,5.04,1,TRUE
459,,AS20200561,DWHC,27-09-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Soest,Utrecht,52.17,5.28,1,TRUE
460,,AS20200566,DWHC,27-09-2020,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Utrecht,Utrecht,52.02,4.88,1,TRUE
461,,AS20200551,DWHC,27-09-2020,DateFound,Canada Goose,Grote Canadese Gans,Branta canadensis,Anatidae,Anseriformes,Putten,Gelderland,52.26,5.54,0,TRUE
462,,AS20200652,DWHC,29-09-2020,DateFound,Egyptian Goose,Nijlgans,Alopochen aegyptiaca,Anatidae,Anseriformes,Utrecht,Utrecht,52.12,5,0,TRUE
463,,AS20200628,DWHC,27-09-2020,DateFound,Egyptian Goose,Nijlgans,Alopochen aegyptiaca,Anatidae,Anseriformes,Utrecht,Utrecht,52.12,5,0,TRUE
464,,AS20200646,DWHC,26-09-2020,DateFound,Carrion Crow,Zwarte Kraai,Corvus corone,Corvidae,Passeriformes,Utrecht,Utrecht,52.12,5,0,TRUE
465,,AS20200634,DWHC,26-09-2020,DateFound,Carrion Crow,Zwarte Kraai,Corvus corone,Corvidae,Passeriformes,Utrecht,Utrecht,52.12,5,0,TRUE
466,,AS20200640,DWHC,26-09-2020,DateFound,Carrion Crow,Zwarte Kraai,Corvus corone,Corvidae,Passeriformes,Utrecht,Utrecht,52.12,5,0,TRUE
467,,AS20200658,DWHC,26-09-2020,DateFound,Carrion Crow,Zwarte Kraai,Corvus corone,Corvidae,Passeriformes,Utrecht,Utrecht,52.12,5,0,TRUE
